12_016 001,0.3,0.19,0.18
12_018 005,0.0,0.21,0.18
12_004 003,0.0,0.21,0.16
12_004 004,0.0,0.25,0.23
12_004 002,0.0,0.18,0.16
12_004 005,0.0,0.23,0.21
12_008 003,0.0,0.19,0.19
12_008 005,0.0,0.17,0.17
12_008 004,0.0,0.28,0.27
12_008 001,0.0,0.22,0.2
12_008 002,0.0,0.17,0.16
12_007 005,0.0,0.25,0.17
12_012 005,0.0,0.17,0.16
12_012 004,0.0,0.18,0.16
12_012 003,0.0,0.18,0.16
12_012 002,0.0,0.21,0.16
12_011 004,0.0,0.19,0.2
12_011 005,0.0,0.17,0.19
12_015 005,0.0,0.19,0.18
12_015 004,0.0,0.19,0.17
12_015 001,0.0,0.19,0.17
12_015 003,0.0,0.22,0.22
12_015 002,0.0,0.22,0.19
12_019 005,0.0,0.17,0.17
12_019 003,0.0,0.23,0.19
12_005 005,0.0,0.22,0.21
12_005 003,0.0,0.22,0.21
12_005 001,0.0,0.22,0.19
12_005 002,0.0,0.23,0.21
12_005 004,0.0,0.21,0.21
12_009 005,0.0,0.17,0.16
12_013 005,0.0,0.2,0.23
12_013 004,0.0,0.18,0.17
12_013 003,0.0,0.16,0.18
12_013 001,0.0,0.19,0.2
12_013 002,0.0,0.22,0.21
12_017 004,0.0,0.25,0.24
12_017 005,0.0,0.23,0.21
12_017 001,0.0,0.26,0.24
12_017 003,0.0,0.27,0.25
12_017 002,0.0,0.26,0.24
12_003 001,0.0,0.22,0.21
12_003 002,0.0,0.25,0.24
12_003 005,0.0,0.17,0.17
12_003 003,0.0,0.27,0.25
12_003 004,0.0,0.26,0.24
12_016 004,0.0,0.23,0.19
12_016 003,0.0,0.21,0.22
12_016 005,0.0,0.19,0.16
12_016 002,0.0,0.17,0.18
12_006 003,0.0,0.2,0.21
12_006 004,0.0,0.17,0.18
12_006 005,0.0,0.19,0.16
12_010 001,0.0,0.22,0.2
12_010 002,0.0,0.21,0.16
12_010 003,0.0,0.19,0.18
12_010 005,0.0,0.23,0.22
12_010 004,0.0,0.19,0.19
12_014 005,0.0,0.19,0.18
12_014 004,0.0,0.18,0.19
12_000 004,0.0,0.29,0.28
12_000 005,0.0,0.38,0.35
