0.772 0.767 0.762 0.757 0.768
0.768 0.764 0.776 0.776 0.769
0.768 0.758 0.767 0.760 0.770
0.777 0.780 0.765 0.777 0.778
0.758 0.771 0.772 0.780 0.778
0.783 0.783 0.766 0.780 0.763
0.780 0.765 0.764 0.777 0.777
0.774 0.766 0.802 0.767 0.804
0.764 0.783 0.762 0.794 0.760
0.773 0.772 0.773 0.771 0.801
0.769 0.778 0.756 0.766 0.762
0.849 0.793 0.784 0.851 0.780
0.906 0.766 0.787 0.782 0.868
0.780 0.910 0.804 0.778 0.779
0.840 0.776 0.858 0.794 0.774
0.800 0.813 0.880 0.772 0.762
0.781 0.794 0.866 0.762 0.823
0.785 0.841 0.830 0.763 0.794
0.821 0.900 0.799 0.882 0.821
0.806 0.785 0.823 0.869 0.784
0.933 0.933 0.933 0.934 0.933
0.934 0.933 0.931 0.930 0.931
0.933 0.933 0.934 0.928 0.932
0.929 0.929 0.931 0.928 0.931
0.931 0.931 0.933 0.925 0.928
0.928 0.929 0.929 0.931 0.926
0.928 0.930 0.932 0.930 0.929
0.930 0.928 0.918 0.929 0.915
0.930 0.927 0.929 0.924 0.928
0.928 0.928 0.928 0.925 0.917
0.928 0.927 0.928 0.924 0.928
0.873 0.919 0.922 0.867 0.928
0.805 0.927 0.918 0.922 0.853
0.923 0.800 0.909 0.922 0.921
0.884 0.925 0.861 0.916 0.923
0.910 0.894 0.835 0.924 0.920
0.917 0.917 0.845 0.921 0.889
0.909 0.869 0.889 0.921 0.918
0.895 0.792 0.902 0.819 0.896
0.899 0.920 0.891 0.845 0.691
