0.837 0.887 0.872 0.883 0.973
0.900 0.876 0.874 0.877 0.868
0.867 0.875 0.898 0.968 0.884
0.852 0.875 0.910 0.853 0.916
0.884 0.889 0.878 0.903 0.895
0.853 0.868 0.891 0.864 0.871
0.881 0.869 0.916 0.894 0.904
0.920 0.906 0.857 0.943 0.879
0.858 0.891 0.890 0.876 0.874
0.867 0.895 0.867 0.898 0.873
0.921 0.863 0.966 0.899 0.880
0.929 0.874 0.878 0.915 0.890
0.883 0.871 0.921 0.943 0.930
0.888 0.879 0.948 0.892 0.859
0.869 0.853 0.866 0.965 0.869
0.877 0.877 0.920 0.921 0.960
0.909 0.874 0.861 0.877 0.876
0.867 0.954 0.866 0.862 0.890
0.957 0.877 0.895 0.885 0.951
0.943 0.931 0.956 0.946 0.889
0.959 0.925 0.937 0.930 0.804
0.915 0.933 0.936 0.933 0.933
0.940 0.929 0.915 0.820 0.927
0.945 0.936 0.908 0.945 0.900
0.926 0.924 0.935 0.908 0.915
0.950 0.932 0.923 0.940 0.937
0.930 0.939 0.896 0.921 0.905
0.889 0.908 0.943 0.867 0.933
0.948 0.917 0.920 0.932 0.937
0.939 0.914 0.933 0.916 0.935
0.889 0.940 0.827 0.911 0.928
0.880 0.931 0.930 0.899 0.923
0.926 0.939 0.891 0.863 0.878
0.924 0.929 0.860 0.917 0.946
0.934 0.945 0.937 0.832 0.934
0.932 0.934 0.886 0.889 0.810
0.904 0.931 0.939 0.931 0.919
0.934 0.855 0.936 0.934 0.921
0.848 0.933 0.916 0.925 0.853
0.861 0.879 0.842 0.860 0.918
