0.841 0.840 0.845 0.845 0.840
0.852 0.843 0.848 0.842 0.844
0.848 0.848 0.849 0.847 0.846
0.848 0.855 0.846 0.852 0.851
0.850 0.853 0.855 0.853 0.854
0.845 0.861 0.855 0.850 0.888
0.855 0.857 0.862 0.857 0.848
0.844 0.862 0.861 0.857 0.853
0.851 0.855 0.855 0.852 0.874
0.860 0.858 0.904 0.855 0.899
0.883 0.887 0.868 0.867 0.856
0.853 0.879 0.859 0.881 0.848
0.861 0.859 0.900 0.905 0.859
0.873 0.899 0.861 0.861 0.891
0.879 0.899 0.881 0.864 0.872
0.902 0.866 0.849 0.853 0.858
0.867 0.886 0.894 0.902 0.861
0.882 0.859 0.864 0.891 0.864
0.861 0.860 0.900 0.860 0.868
0.867 0.884 0.895 0.880 0.885
0.894 0.861 0.895 0.902 0.867
0.896 0.864 0.860 0.856 0.894
0.876 0.864 0.857 0.889 0.863
0.867 0.876 0.878 0.860 0.880
0.858 0.873 0.879 0.876 0.871
0.892 0.866 0.864 0.870 0.876
0.902 0.874 0.871 0.860 0.857
0.905 0.897 0.874 0.861 0.854
0.865 0.863 0.889 0.896 0.872
0.882 0.890 0.870 0.859 0.865
0.962 0.963 0.962 0.961 0.963
0.961 0.962 0.961 0.963 0.962
0.961 0.962 0.962 0.961 0.962
0.962 0.959 0.963 0.961 0.961
0.962 0.960 0.960 0.961 0.961
0.959 0.956 0.955 0.959 0.939
0.959 0.956 0.955 0.954 0.958
0.959 0.954 0.957 0.957 0.955
0.959 0.957 0.958 0.958 0.945
0.953 0.953 0.925 0.956 0.929
0.939 0.939 0.949 0.949 0.955
0.958 0.943 0.953 0.943 0.958
0.955 0.955 0.927 0.924 0.954
0.945 0.930 0.955 0.953 0.935
0.943 0.929 0.944 0.951 0.946
0.926 0.948 0.959 0.957 0.954
0.950 0.935 0.933 0.925 0.953
0.943 0.956 0.953 0.935 0.951
0.953 0.954 0.929 0.954 0.949
0.951 0.939 0.931 0.939 0.940
0.933 0.955 0.933 0.926 0.949
0.931 0.954 0.952 0.958 0.934
0.942 0.953 0.952 0.938 0.953
0.951 0.943 0.942 0.955 0.942
0.955 0.947 0.944 0.945 0.948
0.936 0.952 0.953 0.949 0.947
0.926 0.948 0.948 0.950 0.955
0.925 0.929 0.943 0.954 0.951
0.948 0.951 0.936 0.931 0.942
0.941 0.936 0.951 0.952 0.952
