0.663 0.663 0.650 0.661 0.669
0.662 0.661 0.662 0.660 0.662
0.662 0.664 0.662 0.664 0.663
0.662 0.660 0.660 0.669 0.665
0.659 0.662 0.662 0.666 0.662
0.665 0.664 0.658 0.665 0.665
0.663 0.661 0.659 0.656 0.663
0.666 0.673 0.661 0.666 0.664
0.672 0.668 0.662 0.665 0.669
0.646 0.663 0.674 0.664 0.660
0.666 0.664 0.665 0.647 0.665
0.672 0.650 0.661 0.664 0.650
0.664 0.664 0.673 0.665 0.651
0.669 0.668 0.657 0.660 0.659
0.657 0.662 0.657 0.659 0.675
0.658 0.655 0.664 0.656 0.657
0.657 0.654 0.648 0.668 0.666
0.656 0.658 0.659 0.658 0.665
0.650 0.670 0.641 0.654 0.670
0.671 0.642 0.657 0.661 0.668
0.809 0.815 0.912 0.844 0.761
0.783 0.802 0.807 0.754 0.776
0.814 0.807 0.835 0.794 0.759
0.820 0.792 0.772 0.811 0.802
0.814 0.795 0.828 0.790 0.793
0.787 0.799 0.849 0.819 0.781
0.802 0.829 0.809 0.900 0.828
0.801 0.810 0.818 0.811 0.764
0.802 0.824 0.826 0.840 0.765
0.777 0.764 0.798 0.846 0.863
0.811 0.792 0.790 0.729 0.809
0.814 0.854 0.850 0.829 0.856
0.771 0.781 0.830 0.790 0.913
0.815 0.820 0.825 0.824 0.795
0.784 0.773 0.792 0.843 0.784
0.781 0.795 0.843 0.851 0.879
0.871 0.828 0.779 0.840 0.852
0.789 0.784 0.750 0.763 0.782
0.751 0.800 0.850 0.823 0.793
0.698 0.745 0.794 0.834 0.775
