0.933 0.932 0.932 0.933 0.934
0.934 0.932 0.932 0.932 0.930
0.929 0.929 0.930 0.931 0.929
0.932 0.933 0.929 0.929 0.932
0.930 0.933 0.931 0.928 0.932
0.931 0.926 0.925 0.927 0.927
0.926 0.930 0.928 0.929 0.923
0.925 0.930 0.926 0.925 0.929
0.925 0.926 0.925 0.924 0.927
0.925 0.919 0.926 0.924 0.910
0.928 0.926 0.924 0.923 0.928
0.927 0.913 0.928 0.811 0.921
0.909 0.915 0.926 0.926 0.922
0.921 0.924 0.890 0.921 0.895
0.823 0.922 0.918 0.916 0.923
0.908 0.913 0.924 0.919 0.923
0.869 0.897 0.915 0.917 0.923
0.908 0.888 0.898 0.866 0.915
0.858 0.891 0.912 0.871 0.894
0.913 0.809 0.895 0.916 0.912
0.761 0.760 0.775 0.765 0.770
0.768 0.769 0.762 0.761 0.774
0.768 0.777 0.764 0.769 0.772
0.767 0.772 0.764 0.783 0.774
0.773 0.764 0.768 0.783 0.770
0.771 0.769 0.793 0.775 0.774
0.777 0.771 0.759 0.771 0.784
0.770 0.770 0.765 0.776 0.754
0.771 0.780 0.769 0.796 0.770
0.767 0.802 0.774 0.775 0.800
0.782 0.774 0.770 0.780 0.770
0.770 0.802 0.774 0.896 0.776
0.802 0.800 0.773 0.766 0.781
0.774 0.780 0.832 0.779 0.825
0.886 0.788 0.788 0.789 0.777
0.788 0.787 0.771 0.778 0.773
0.854 0.823 0.791 0.783 0.781
0.788 0.816 0.807 0.841 0.787
0.858 0.816 0.785 0.836 0.819
0.804 0.889 0.811 0.777 0.781
