0.979 0.980 0.979 0.979 0.979 0.979 0.980 0.978 0.980 0.979 0.979 0.978 0.978 0.980 0.978 0.977 0.977 0.977 0.978 0.978 0.977 0.977 0.978 0.978 0.978
0.790 0.790 0.790 0.788 0.790 0.787 0.787 0.792 0.787 0.787 0.787 0.790 0.789 0.786 0.789 0.792 0.794 0.795 0.793 0.785 0.797 0.786 0.787 0.787 0.787
