0.939 0.939 0.943 0.941 0.948
0.944 0.937 0.941 0.937 0.942
0.942 0.940 0.940 0.940 0.942
0.948 0.940 0.943 0.934 0.942
0.938 0.945 0.945 0.945 0.943
0.943 0.943 0.946 0.939 0.944
0.950 0.941 0.946 0.943 0.956
0.947 0.947 0.940 0.943 0.949
0.944 0.948 0.943 0.949 0.926
0.945 0.949 0.952 0.940 0.941
0.945 0.950 0.948 0.949 0.940
0.952 0.950 0.949 0.938 0.948
0.942 0.951 0.950 0.944 0.952
0.937 0.931 0.907 0.944 0.913
0.925 0.952 0.952 0.952 0.921
0.935 0.945 0.941 0.946 0.949
0.926 0.915 0.939 0.947 0.933
0.954 0.912 0.947 0.923 0.938
0.943 0.954 0.923 0.920 0.945
0.941 0.923 0.919 0.923 0.921
0.956 0.956 0.956 0.947 0.956
0.956 0.947 0.954 0.955 0.947
0.954 0.952 0.958 0.950 0.957
0.950 0.959 0.948 0.958 0.949
0.954 0.956 0.955 0.942 0.952
0.951 0.956 0.948 0.953 0.957
0.950 0.951 0.947 0.949 0.935
0.948 0.949 0.953 0.954 0.945
0.955 0.952 0.945 0.946 0.951
0.953 0.947 0.946 0.946 0.953
0.952 0.946 0.950 0.949 0.946
0.950 0.932 0.952 0.935 0.949
0.942 0.936 0.933 0.946 0.948
0.949 0.947 0.921 0.954 0.924
0.924 0.942 0.944 0.950 0.926
0.953 0.951 0.951 0.925 0.928
0.924 0.933 0.933 0.950 0.927
0.934 0.922 0.939 0.931 0.949
0.947 0.920 0.926 0.933 0.933
0.932 0.930 0.934 0.934 0.928
