0.770 0.772 0.769 0.766 0.764 0.774 0.781 0.771 0.768 0.770 0.771 0.769 0.776 0.772 0.773 0.772 0.771 0.774 0.771 0.793 0.776 0.772 0.826 0.862 0.839
0.936 0.936 0.936 0.936 0.937 0.935 0.934 0.936 0.936 0.935 0.936 0.935 0.935 0.935 0.936 0.934 0.935 0.935 0.935 0.930 0.934 0.934 0.905 0.868 0.893
