13_U100-008 001,96.43,0.9,0.63
13_U100-002 001,95.54,0.9,0.63
13_U10-000 001,94.64,0.91,0.63
13_U100-000 001,94.64,0.92,0.63
13_U100-000 002,94.64,0.9,0.63
13_U100-006 002,94.64,0.9,0.63
13_U100-006 003,94.64,0.9,0.63
13_U100-006 001,94.64,0.89,0.63
13_U100-008 002,94.64,0.9,0.63
13_U100-003 001,94.64,0.9,0.63
13_U100-009 002,94.64,0.89,0.63
13_U100-009 001,94.64,0.89,0.63
13_U10-004 001,93.75,0.91,0.63
13_U100-000 004,93.75,0.92,0.63
13_U100-000 003,93.75,0.92,0.64
13_U100-000 005,93.75,0.9,0.63
13_U100-003 003,93.75,0.9,0.63
13_U100-003 004,93.75,0.9,0.63
13_U100-009 004,93.75,0.89,0.63
13_U100-009 003,93.75,0.89,0.63
13_U100-005 001,93.75,0.91,0.63
13_200 001,92.86,0.91,0.63
13_U100-007 001,92.86,0.9,0.63
13_U10-009 003,92.86,0.92,0.63
13_U10-009 001,92.86,0.91,0.62
13_035 001,92.86,0.92,0.64
13_U10-004 002,92.86,0.91,0.63
13_U10-004 003,92.86,0.89,0.63
13_017 004,92.86,0.91,0.63
13_017 001,92.86,0.91,0.63
13_024 002,92.86,0.92,0.64
13_U10-008 001,92.86,0.91,0.63
13_U10-008 002,92.86,0.91,0.64
13_U100-002 002,92.86,0.9,0.63
13_U100-002 003,92.86,0.9,0.63
13_U10-007 001,92.86,0.92,0.64
13_000 001,92.86,0.92,0.63
13_U10-005 002,92.86,0.9,0.63
13_U10-005 001,92.86,0.9,0.62
13_U100-006 004,92.86,0.9,0.63
13_U100-001 002,92.86,0.9,0.63
13_032 001,92.86,0.9,0.63
13_U100-005 002,92.86,0.91,0.63
13_U10-001 001,91.96,0.91,0.63
13_U10-001 002,91.96,0.91,0.64
13_250 001,91.96,0.89,0.62
13_200 002,91.96,0.91,0.62
13_U10-009 004,91.96,0.91,0.63
13_U10-009 002,91.96,0.91,0.63
13_035 002,91.96,0.91,0.63
13_U10-000 003,91.96,0.91,0.64
13_U10-000 002,91.96,0.92,0.64
13_U10-000 005,91.96,0.91,0.64
13_U10-000 004,91.96,0.91,0.64
13_204 001,91.96,0.89,0.62
13_065 001,91.96,0.9,0.62
13_017 003,91.96,0.91,0.63
13_017 002,91.96,0.92,0.63
13_017 005,91.96,0.92,0.64
13_024 001,91.96,0.91,0.64
13_024 003,91.96,0.91,0.64
13_028 003,91.96,0.89,0.62
13_092 001,91.96,0.92,0.64
13_U100-004 001,91.96,0.91,0.63
13_U100-004 002,91.96,0.89,0.63
13_041 001,91.96,0.91,0.63
13_000 002,91.96,0.9,0.63
13_004 002,91.96,0.92,0.64
13_004 001,91.96,0.92,0.64
13_004 003,91.96,0.92,0.64
13_077 001,91.96,0.9,0.61
13_U100-006 005,91.96,0.91,0.64
13_U100-001 001,91.96,0.9,0.63
13_032 002,91.96,0.9,0.63
13_032 003,91.96,0.91,0.63
13_U100-003 002,91.96,0.9,0.63
13_U100-003 005,91.96,0.92,0.64
13_U100-009 005,91.96,0.9,0.63
13_U100-005 003,91.96,0.92,0.63
13_U10-001 003,91.07,0.91,0.63
13_027 002,91.07,0.92,0.63
13_027 001,91.07,0.92,0.63
13_U100-007 002,91.07,0.9,0.63
13_035 003,91.07,0.91,0.63
13_074 001,91.07,0.91,0.63
13_024 004,91.07,0.92,0.64
13_030 001,91.07,0.91,0.63
13_034 003,91.07,0.91,0.63
13_U100-001 003,91.07,0.91,0.63
13_032 004,91.07,0.9,0.63
13_U100-008 004,91.07,0.9,0.63
13_U10-001 005,90.18,0.89,0.63
13_250 002,90.18,0.89,0.62
13_200 004,90.18,0.91,0.62
13_003 002,90.18,0.9,0.63
