0.790 0.790 0.790 0.790 0.790 0.800 0.800 0.790 0.790 0.800 0.800 0.780 0.790 0.780 0.790 0.790 0.780 0.790 0.780 0.790 0.790 0.780 0.790 0.780 0.780
0.250 0.250 0.250 0.220 0.230 0.240 0.230 0.230 0.220 0.190 0.240 0.250 0.250 0.200 0.210 0.220 0.230 0.190 0.230 0.200 0.210 0.190 0.200 0.200 0.230
