0.782 0.788 0.782 0.784 0.786 0.774 0.785 0.780 0.774 0.784 0.786 0.780 0.784 0.776 0.791 0.789 0.779 0.787 0.789 0.787 0.785 0.749 0.775 0.781 0.781
0.572 0.567 0.564 0.563 0.562 0.579 0.558 0.559 0.568 0.565 0.577 0.559 0.558 0.566 0.562 0.564 0.561 0.562 0.557 0.560 0.565 0.567 0.574 0.574 0.572
