7_U100-004 001,79.84,0.83,0.24
7_U100-006 001,77.05,0.86,0.24
7_U100-006 002,74.45,0.87,0.26
7_U100-003 001,74.05,0.81,0.24
7_U100-005 001,72.85,0.81,0.24
7_U100-007 001,72.06,0.8,0.25
7_U100-001 001,71.26,0.82,0.22
7_U100-001 002,71.06,0.82,0.25
7_U100-002 001,70.46,0.82,0.24
7_U100-002 002,70.46,0.84,0.26
7_U100-009 001,69.06,0.84,0.26
7_U100-001 003,68.26,0.84,0.24
7_U100-000 001,67.66,0.83,0.25
7_U100-004 002,66.87,0.77,0.24
7_U100-008 001,66.67,0.75,0.24
7_U100-003 002,66.67,0.66,0.24
7_U100-005 002,65.87,0.78,0.24
7_U100-009 002,65.47,0.64,0.37
7_U100-009 003,64.67,0.43,0.42
7_U100-007 002,63.27,0.79,0.23
7_U100-004 003,63.07,0.76,0.25
7_U100-005 003,63.07,0.34,0.4
7_U100-008 002,62.67,0.81,0.24
7_U100-006 003,62.67,0.34,0.37
7_U10-005 001,62.67,0.28,0.66
7_U100-008 003,62.08,0.82,0.24
7_U10-005 002,61.28,0.28,0.39
7_U100-007 003,61.08,0.75,0.24
7_U100-003 003,60.08,0.69,0.23
7_U100-000 003,59.28,0.43,0.32
7_U100-002 003,58.48,0.49,0.4
7_U10-001 001,58.08,0.26,0.33
7_U100-000 002,57.88,0.52,0.34
7_U10-001 002,57.49,0.29,0.4
7_U10-004 001,56.69,0.23,0.53
7_U100-006 004,54.89,0.85,0.24
7_U10-002 001,54.49,0.25,0.53
7_U10-003 001,53.49,0.31,0.41
7_U10-002 003,52.89,0.29,0.35
7_U100-005 004,52.3,0.51,0.32
7_U10-009 001,52.1,0.21,0.45
7_U100-009 004,51.5,0.39,0.34
7_U10-004 002,51.1,0.28,0.41
7_U10-005 004,51.1,0.25,0.31
7_U10-000 003,50.7,0.27,0.51
7_U10-000 002,50.7,0.23,0.48
7_U100-004 004,50.5,0.51,0.32
7_U10-009 002,50.1,0.23,0.35
7_U100-002 004,50.1,0.57,0.33
7_U100-006 005,49.7,0.52,0.32
7_U10-008 003,49.7,0.26,0.4
7_U100-000 004,49.5,0.53,0.33
7_U10-006 001,49.5,0.4,0.4
7_U10-005 003,49.5,0.27,0.4
7_U10-006 002,49.1,0.41,0.44
7_U10-008 002,49.1,0.36,0.39
7_U10-006 003,48.5,0.25,0.55
7_U100-007 005,48.3,0.49,0.3
7_U100-001 004,48.1,0.61,0.22
7_U100-003 005,47.9,0.37,0.39
7_U100-003 004,47.7,0.36,0.35
7_U10-008 001,47.7,0.55,0.24
7_U100-004 005,47.5,0.61,0.23
7_U100-005 005,47.11,0.48,0.29
7_U100-001 005,46.91,0.52,0.32
7_U10-000 001,46.91,0.33,0.36
7_U100-007 004,46.51,0.52,0.33
7_U100-008 004,46.31,0.5,0.32
7_U100-008 005,46.11,0.55,0.33
7_U100-002 005,46.11,0.58,0.3
7_U10-007 002,45.91,0.25,0.68
7_U10-007 001,45.51,0.29,0.58
7_U10-002 002,45.11,0.33,0.31
7_U10-006 004,45.11,0.33,0.38
7_U100-009 005,44.31,0.42,0.33
7_U10-008 004,44.11,0.29,0.61
7_U10-002 004,43.71,0.23,0.19
7_U10-004 003,43.51,0.25,0.46
7_U10-008 005,43.31,0.27,0.59
7_U10-009 003,43.11,0.32,0.33
7_U100-000 005,43.11,0.55,0.34
7_U10-007 003,42.32,0.3,0.64
7_U10-006 005,41.12,0.29,0.29
7_U10-001 004,40.92,0.41,0.35
7_U10-005 005,40.92,0.28,0.34
7_U10-007 005,40.32,0.29,0.67
7_U10-001 003,39.92,0.3,0.37
7_U10-009 004,39.12,0.24,0.31
7_U10-009 005,38.92,0.32,0.37
7_U10-004 004,38.92,0.27,0.31
7_U10-001 005,38.92,0.27,0.42
7_U10-004 005,38.12,0.25,0.26
7_U10-003 003,37.33,0.22,0.6
7_U10-007 004,37.13,0.26,0.7
7_U10-000 004,36.73,0.3,0.56
7_U10-000 005,35.93,0.28,0.37
7_U10-003 002,35.53,0.38,0.34
7_000 001,34.33,0.37,0.36
7_000 002,32.93,0.24,0.38
7_U10-003 004,24.35,0.35,0.35
7_006 001,17.17,0.31,0.63
7_U10-002 005,15.17,0.26,0.39
7_011 001,12.38,0.24,0.2
7_U10-003 005,11.38,0.28,0.52
7_006 002,9.18,0.23,0.56
7_008 001,8.78,0.32,0.37
7_008 003,6.39,0.28,0.5
7_008 002,5.59,0.33,0.34
7_000 004,5.59,0.27,0.61
7_006 003,5.19,0.34,0.43
7_005 001,4.19,0.28,0.52
7_000 003,3.79,0.25,0.26
7_008 004,3.59,0.27,0.52
7_000 005,3.19,0.31,0.4
7_001 001,2.79,0.27,0.64
7_013 001,2.4,0.27,0.63
7_001 002,2.0,0.28,0.64
7_006 004,1.4,0.28,0.46
7_009 004,1.2,0.28,0.57
7_009 005,1.2,0.24,0.51
7_008 005,1.0,0.29,0.6
7_005 002,1.0,0.28,0.59
7_014 002,0.8,0.27,0.56
7_006 005,0.8,0.28,0.29
7_003 001,0.8,0.29,0.53
7_013 004,0.6,0.24,0.85
7_015 004,0.6,0.28,0.63
7_002 004,0.6,0.23,0.45
7_015 002,0.4,0.32,0.4
7_003 002,0.4,0.25,0.46
7_010 005,0.4,0.3,0.39
7_007 001,0.4,0.27,0.65
7_002 002,0.4,0.22,0.32
7_004 001,0.2,0.28,0.58
7_005 003,0.2,0.29,0.3
7_009 001,0.2,0.3,0.59
7_009 002,0.2,0.34,0.38
7_010 003,0.2,0.3,0.39
7_007 003,0.2,0.26,0.64
7_013 002,0.0,0.28,0.36
7_013 003,0.0,0.25,0.61
7_013 005,0.0,0.28,0.58
7_014 001,0.0,0.28,0.62
7_014 003,0.0,0.25,0.67
7_014 005,0.0,0.22,0.81
7_014 004,0.0,0.28,0.65
7_011 004,0.0,0.27,0.48
7_011 003,0.0,0.25,0.83
7_011 005,0.0,0.3,0.36
7_011 002,0.0,0.24,0.74
7_004 003,0.0,0.31,0.4
7_004 005,0.0,0.29,0.57
7_004 004,0.0,0.26,0.55
7_004 002,0.0,0.28,0.64
7_001 005,0.0,0.26,0.44
7_001 004,0.0,0.27,0.65
7_001 003,0.0,0.29,0.6
7_015 005,0.0,0.29,0.39
7_015 001,0.0,0.28,0.34
7_015 003,0.0,0.26,0.35
7_005 004,0.0,0.28,0.61
7_005 005,0.0,0.32,0.4
7_003 004,0.0,0.32,0.38
7_003 005,0.0,0.25,0.6
7_003 003,0.0,0.29,0.69
7_012 002,0.0,0.27,0.62
7_012 001,0.0,0.29,0.47
7_012 003,0.0,0.24,0.35
7_012 005,0.0,0.3,0.52
7_012 004,0.0,0.26,0.7
7_016 005,0.0,0.29,0.53
7_016 001,0.0,0.24,0.56
7_016 003,0.0,0.27,0.56
7_016 004,0.0,0.25,0.4
7_016 002,0.0,0.28,0.57
7_009 003,0.0,0.28,0.65
7_010 001,0.0,0.28,0.66
7_010 002,0.0,0.31,0.36
7_010 004,0.0,0.29,0.55
7_007 005,0.0,0.26,0.57
7_007 002,0.0,0.22,0.78
7_007 004,0.0,0.26,0.68
7_002 001,0.0,0.26,0.51
7_002 005,0.0,0.29,0.36
7_002 003,0.0,0.26,0.41
